Date,FromCurrency,ToCurrency,Exchange
2021-09-24,GBP,GBP,1.00000
2021-09-24,GBP,USD,1.36740
2021-09-24,USD,AUD,1.37938
2021-09-24,USD,CAD,1.27101
2021-09-24,USD,EUR,0.85332
2021-09-24,USD,GBP,0.73132
2021-09-24,USD,USD,1.00000
2021-09-25,AUD,AUD,1.00000
2021-09-25,AUD,CAD,0.92144
2021-09-25,AUD,EUR,0.61862
2021-09-25,AUD,GBP,0.53018
2021-09-25,AUD,USD,0.72496
2021-09-25,CAD,AUD,1.08526
2021-09-25,CAD,CAD,1.00000
2021-09-25,CAD,EUR,0.67137
2021-09-25,CAD,GBP,0.57538
2021-09-25,CAD,USD,0.78677
2021-09-25,EUR,AUD,1.6165
2021-09-25,EUR,CAD,1.4895
2021-09-25,EUR,EUR,1.0
2021-09-25,EUR,GBP,0.85703
2021-09-25,EUR,USD,1.1719
2021-09-25,GBP,AUD,1.88617
2021-09-25,GBP,CAD,1.73798
2021-09-25,GBP,EUR,1.16682
2021-09-25,GBP,GBP,1.00000
2021-09-25,GBP,USD,1.36740
2021-09-25,USD,AUD,1.37938
2021-09-25,USD,CAD,1.27101
2021-09-25,USD,EUR,0.85332
2021-09-25,USD,GBP,0.73132
2021-09-25,USD,USD,1.00000
2021-09-26,AUD,AUD,1.00000
2021-09-26,AUD,CAD,0.92144
2021-09-26,AUD,EUR,0.61862
2021-09-26,AUD,GBP,0.53018
2021-09-26,AUD,USD,0.72496
2021-09-26,CAD,AUD,1.08526
2021-09-26,CAD,CAD,1.00000
2021-09-26,CAD,EUR,0.67137
2021-09-26,CAD,GBP,0.57538
2021-09-26,CAD,USD,0.78677
2021-09-26,EUR,AUD,1.6165
2021-09-26,EUR,CAD,1.4895
2021-09-26,EUR,EUR,1.0
2021-09-26,EUR,GBP,0.85703
2021-09-26,EUR,USD,1.1719
2021-09-26,GBP,AUD,1.88617
2021-09-26,GBP,CAD,1.73798
2021-09-26,GBP,EUR,1.16682
2021-09-26,GBP,GBP,1.00000
2021-09-26,GBP,USD,1.36740
2021-09-26,USD,AUD,1.37938
2021-09-26,USD,CAD,1.27101
2021-09-26,USD,EUR,0.85332
2021-09-26,USD,GBP,0.73132
2021-09-26,USD,USD,1.00000
2021-09-27,AUD,AUD,1.00000
2021-09-27,AUD,CAD,0.91835
2021-09-27,AUD,EUR,0.62000
2021-09-27,AUD,GBP,0.52961
2021-09-27,AUD,USD,0.72528
2021-09-27,CAD,AUD,1.08891
2021-09-27,CAD,CAD,1.00000
2021-09-27,CAD,EUR,0.67513
2021-09-27,CAD,GBP,0.57669
2021-09-27,CAD,USD,0.78977
2021-09-27,EUR,AUD,1.6129
2021-09-27,EUR,CAD,1.4812
2021-09-27,EUR,EUR,1.0
2021-09-27,EUR,GBP,0.8542
2021-09-27,EUR,USD,1.1698
2021-09-27,GBP,AUD,1.88820
2021-09-27,GBP,CAD,1.73402
2021-09-27,GBP,EUR,1.17069
2021-09-27,GBP,GBP,1.00000
2021-09-27,GBP,USD,1.36947
2021-09-27,USD,AUD,1.37878
2021-09-27,USD,CAD,1.26620
2021-09-27,USD,EUR,0.85485
2021-09-27,USD,GBP,0.73021
2021-09-27,USD,USD,1.00000
2021-09-28,AUD,AUD,1.00000
2021-09-28,AUD,CAD,0.91691
2021-09-28,AUD,EUR,0.62054
2021-09-28,AUD,GBP,0.53335
2021-09-28,AUD,USD,0.72467
2021-09-28,CAD,AUD,1.09062
2021-09-28,CAD,CAD,1.00000
2021-09-28,CAD,EUR,0.67677
2021-09-28,CAD,GBP,0.58169
2021-09-28,CAD,USD,0.79034
2021-09-28,EUR,AUD,1.6115
2021-09-28,EUR,CAD,1.4776
2021-09-28,EUR,EUR,1.0
2021-09-28,EUR,GBP,0.8595
2021-09-28,EUR,USD,1.1678
2021-09-28,GBP,AUD,1.87493
2021-09-28,GBP,CAD,1.71914
2021-09-28,GBP,EUR,1.16347
2021-09-28,GBP,GBP,1.00000
2021-09-28,GBP,USD,1.35870
2021-09-28,USD,AUD,1.37995
2021-09-28,USD,CAD,1.26529
2021-09-28,USD,EUR,0.85631
2021-09-28,USD,GBP,0.73600
2021-09-28,USD,USD,1.00000
2021-09-29,AUD,AUD,1.00000
2021-09-29,AUD,CAD,0.91814
2021-09-29,AUD,EUR,0.62066
2021-09-29,AUD,GBP,0.53651
2021-09-29,AUD,USD,0.72331
2021-09-29,CAD,AUD,1.08916
2021-09-29,CAD,CAD,1.00000
2021-09-29,CAD,EUR,0.67600
2021-09-29,CAD,GBP,0.58435
2021-09-29,CAD,USD,0.78781
2021-09-29,EUR,AUD,1.6112
2021-09-29,EUR,CAD,1.4793
2021-09-29,EUR,EUR,1.0
2021-09-29,EUR,GBP,0.86443
2021-09-29,EUR,USD,1.1654
2021-09-29,GBP,AUD,1.86389
2021-09-29,GBP,CAD,1.71130
2021-09-29,GBP,EUR,1.15683
2021-09-29,GBP,GBP,1.00000
2021-09-29,GBP,USD,1.34817
2021-09-29,USD,AUD,1.38253
2021-09-29,USD,CAD,1.26935
2021-09-29,USD,EUR,0.85807
2021-09-29,USD,GBP,0.74175
2021-09-29,USD,USD,1.00000
2021-09-30,AUD,AUD,1.00000
2021-09-30,AUD,CAD,0.91643
2021-09-30,AUD,EUR,0.62131
2021-09-30,AUD,GBP,0.53466
2021-09-30,AUD,USD,0.71942
2021-09-30,CAD,AUD,1.09119
2021-09-30,CAD,CAD,1.00000
2021-09-30,CAD,EUR,0.67797
2021-09-30,CAD,GBP,0.58341
2021-09-30,CAD,USD,0.78502
2021-09-30,EUR,AUD,1.6095
2021-09-30,EUR,CAD,1.475
2021-09-30,EUR,EUR,1.0
2021-09-30,EUR,GBP,0.86053
2021-09-30,EUR,USD,1.1579
2021-09-30,GBP,AUD,1.87036
2021-09-30,GBP,CAD,1.71406
2021-09-30,GBP,EUR,1.16207
2021-09-30,GBP,GBP,1.00000
2021-09-30,GBP,USD,1.34557
2021-09-30,USD,AUD,1.39002
2021-09-30,USD,CAD,1.27386
2021-09-30,USD,EUR,0.86363
2021-09-30,USD,GBP,0.74318
2021-09-30,USD,USD,1.00000
2021-10-01,AUD,AUD,1.00000
2021-10-01,AUD,CAD,0.91949
2021-10-01,AUD,EUR,0.62559
2021-10-01,AUD,GBP,0.53583
2021-10-01,AUD,USD,0.72568
2021-10-01,CAD,AUD,1.08756
2021-10-01,CAD,CAD,1.00000
2021-10-01,CAD,EUR,0.68036
2021-10-01,CAD,GBP,0.58275
2021-10-01,CAD,USD,0.78922
2021-10-01,EUR,AUD,1.5985
2021-10-01,EUR,CAD,1.4698
2021-10-01,EUR,EUR,1.0
2021-10-01,EUR,GBP,0.85653
2021-10-01,EUR,USD,1.16
2021-10-01,GBP,AUD,1.86625
2021-10-01,GBP,CAD,1.71599
2021-10-01,GBP,EUR,1.16750
2021-10-01,GBP,GBP,1.00000
2021-10-01,GBP,USD,1.35430
2021-10-01,USD,AUD,1.37802
2021-10-01,USD,CAD,1.26707
2021-10-01,USD,EUR,0.86207
2021-10-01,USD,GBP,0.73839
2021-10-01,USD,USD,1.00000
2021-10-02,AUD,AUD,1.00000
2021-10-02,AUD,CAD,0.91949
2021-10-02,AUD,EUR,0.62559
2021-10-02,AUD,GBP,0.53583
2021-10-02,AUD,USD,0.72568
2021-10-02,CAD,AUD,1.08756
2021-10-02,CAD,CAD,1.00000
2021-10-02,CAD,EUR,0.68036
2021-10-02,CAD,GBP,0.58275
2021-10-02,CAD,USD,0.78922
2021-10-02,EUR,AUD,1.5985
2021-10-02,EUR,CAD,1.4698
2021-10-02,EUR,EUR,1.0
2021-10-02,EUR,GBP,0.85653
2021-10-02,EUR,USD,1.16
2021-10-02,GBP,AUD,1.86625
2021-10-02,GBP,CAD,1.71599
2021-10-02,GBP,EUR,1.16750
2021-10-02,GBP,GBP,1.00000
2021-10-02,GBP,USD,1.35430
2021-10-02,USD,AUD,1.37802
2021-10-02,USD,CAD,1.26707
2021-10-02,USD,EUR,0.86207
2021-10-02,USD,GBP,0.73839
2021-10-02,USD,USD,1.00000
2021-10-03,AUD,AUD,1.00000
2021-10-03,AUD,CAD,0.91949
2021-10-03,AUD,EUR,0.62559
2021-10-03,AUD,GBP,0.53583
2021-10-03,AUD,USD,0.72568
2021-10-03,CAD,AUD,1.08756
2021-10-03,CAD,CAD,1.00000
2021-10-03,CAD,EUR,0.68036
2021-10-03,CAD,GBP,0.58275
2021-10-03,CAD,USD,0.78922
2021-10-03,EUR,AUD,1.5985
2021-10-03,EUR,CAD,1.4698
2021-10-03,EUR,EUR,1.0
2021-10-03,EUR,GBP,0.85653
2021-10-03,EUR,USD,1.16
2021-10-03,GBP,AUD,1.86625
2021-10-03,GBP,CAD,1.71599
2021-10-03,GBP,EUR,1.16750
2021-10-03,GBP,GBP,1.00000
2021-10-03,GBP,USD,1.35430
2021-10-03,USD,AUD,1.37802
2021-10-03,USD,CAD,1.26707
2021-10-03,USD,EUR,0.86207
2021-10-03,USD,GBP,0.73839
2021-10-03,USD,USD,1.00000
2021-10-04,AUD,AUD,1.00000
2021-10-04,AUD,CAD,0.91922
2021-10-04,AUD,EUR,0.62668
2021-10-04,AUD,GBP,0.53600
2021-10-04,AUD,USD,0.72921
2021-10-04,CAD,AUD,1.08788
2021-10-04,CAD,CAD,1.00000
2021-10-04,CAD,EUR,0.68176
2021-10-04,CAD,GBP,0.58311
2021-10-04,CAD,USD,0.79329
2021-10-04,EUR,AUD,1.5957
2021-10-04,EUR,CAD,1.4668
2021-10-04,EUR,EUR,1.0
2021-10-04,EUR,GBP,0.8553
2021-10-04,EUR,USD,1.1636
2021-10-04,GBP,AUD,1.86566
2021-10-04,GBP,CAD,1.71495
2021-10-04,GBP,EUR,1.16918
2021-10-04,GBP,GBP,1.00000
2021-10-04,GBP,USD,1.36046
2021-10-04,USD,AUD,1.37135
2021-10-04,USD,CAD,1.26057
2021-10-04,USD,EUR,0.85940
2021-10-04,USD,GBP,0.73505
2021-10-04,USD,USD,1.00000
2021-10-05,AUD,AUD,1.00000
2021-10-05,AUD,CAD,0.91686
2021-10-05,AUD,EUR,0.62747
2021-10-05,AUD,GBP,0.53444
2021-10-05,AUD,USD,0.72799
2021-10-05,CAD,AUD,1.09068
2021-10-05,CAD,CAD,1.00000
2021-10-05,CAD,EUR,0.68437
2021-10-05,CAD,GBP,0.58290
2021-10-05,CAD,USD,0.79400
2021-10-05,EUR,AUD,1.5937
2021-10-05,EUR,CAD,1.4612
2021-10-05,EUR,EUR,1.0
2021-10-05,EUR,GBP,0.85173
2021-10-05,EUR,USD,1.1602
2021-10-05,GBP,AUD,1.87113
2021-10-05,GBP,CAD,1.71557
2021-10-05,GBP,EUR,1.17408
2021-10-05,GBP,GBP,1.00000
2021-10-05,GBP,USD,1.36217
2021-10-05,USD,AUD,1.37364
2021-10-05,USD,CAD,1.25944
2021-10-05,USD,EUR,0.86192
2021-10-05,USD,GBP,0.73412
2021-10-05,USD,USD,1.00000
2021-10-06,AUD,AUD,1.00000
2021-10-06,AUD,CAD,0.91592
2021-10-06,AUD,EUR,0.62842
2021-10-06,AUD,GBP,0.53397
2021-10-06,AUD,USD,0.72532
2021-10-06,CAD,AUD,1.09180
2021-10-06,CAD,CAD,1.00000
2021-10-06,CAD,EUR,0.68611
2021-10-06,CAD,GBP,0.58298
2021-10-06,CAD,USD,0.79190
2021-10-06,EUR,AUD,1.5913
2021-10-06,EUR,CAD,1.4575
2021-10-06,EUR,EUR,1.0
2021-10-06,EUR,GBP,0.8497
2021-10-06,EUR,USD,1.1542
2021-10-06,GBP,AUD,1.87278
2021-10-06,GBP,CAD,1.71531
2021-10-06,GBP,EUR,1.17689
2021-10-06,GBP,GBP,1.00000
2021-10-06,GBP,USD,1.35836
2021-10-06,USD,AUD,1.37870
2021-10-06,USD,CAD,1.26278
2021-10-06,USD,EUR,0.86640
2021-10-06,USD,GBP,0.73618
2021-10-06,USD,USD,1.00000
2021-10-07,AUD,AUD,1.00000
2021-10-07,AUD,CAD,0.91830
2021-10-07,AUD,EUR,0.63135
2021-10-07,AUD,GBP,0.53680
2021-10-07,AUD,USD,0.72997
2021-10-07,CAD,AUD,1.08897
2021-10-07,CAD,CAD,1.00000
2021-10-07,CAD,EUR,0.68752
2021-10-07,CAD,GBP,0.58455
2021-10-07,CAD,USD,0.79491
2021-10-07,EUR,AUD,1.5839
2021-10-07,EUR,CAD,1.4545
2021-10-07,EUR,EUR,1.0
2021-10-07,EUR,GBP,0.85023
2021-10-07,EUR,USD,1.1562
2021-10-07,GBP,AUD,1.86291
2021-10-07,GBP,CAD,1.71071
2021-10-07,GBP,EUR,1.17615
2021-10-07,GBP,GBP,1.00000
2021-10-07,GBP,USD,1.35987
2021-10-07,USD,AUD,1.36992
2021-10-07,USD,CAD,1.25800
2021-10-07,USD,EUR,0.86490
2021-10-07,USD,GBP,0.73537
2021-10-07,USD,USD,1.00000
2021-10-08,AUD,AUD,1.00000
2021-10-08,AUD,CAD,0.91551
2021-10-08,AUD,EUR,0.63143
2021-10-08,AUD,GBP,0.53602
2021-10-08,AUD,USD,0.73050
2021-10-08,CAD,AUD,1.09228
2021-10-08,CAD,CAD,1.00000
2021-10-08,CAD,EUR,0.68970
2021-10-08,CAD,GBP,0.58549
2021-10-08,CAD,USD,0.79792
2021-10-08,EUR,AUD,1.5837
2021-10-08,EUR,CAD,1.4499
2021-10-08,EUR,EUR,1.0
2021-10-08,EUR,GBP,0.8489
2021-10-08,EUR,USD,1.1569
2021-10-08,GBP,AUD,1.86559
2021-10-08,GBP,CAD,1.70798
2021-10-08,GBP,EUR,1.17800
2021-10-08,GBP,GBP,1.00000
2021-10-08,GBP,USD,1.36282
2021-10-08,USD,AUD,1.36892
2021-10-08,USD,CAD,1.25326
2021-10-08,USD,EUR,0.86438
2021-10-08,USD,GBP,0.73377
2021-10-08,USD,USD,1.00000
2021-10-09,AUD,AUD,1.00000
2021-10-09,AUD,CAD,0.91551
2021-10-09,AUD,EUR,0.63143
2021-10-09,AUD,GBP,0.53602
2021-10-09,AUD,USD,0.73050
2021-10-09,CAD,AUD,1.09228
2021-10-09,CAD,CAD,1.00000
2021-10-09,CAD,EUR,0.68970
2021-10-09,CAD,GBP,0.58549
2021-10-09,CAD,USD,0.79792
2021-10-09,EUR,AUD,1.5837
2021-10-09,EUR,CAD,1.4499
2021-10-09,EUR,EUR,1.0
2021-10-09,EUR,GBP,0.8489
2021-10-09,EUR,USD,1.1569
2021-10-09,GBP,AUD,1.86559
2021-10-09,GBP,CAD,1.70798
2021-10-09,GBP,EUR,1.17800
2021-10-09,GBP,GBP,1.00000
2021-10-09,GBP,USD,1.36282
2021-10-09,USD,AUD,1.36892
2021-10-09,USD,CAD,1.25326
2021-10-09,USD,EUR,0.86438
2021-10-09,USD,GBP,0.73377
2021-10-09,USD,USD,1.00000
2021-10-10,AUD,AUD,1.00000
2021-10-10,AUD,CAD,0.91551
2021-10-10,AUD,EUR,0.63143
2021-10-10,AUD,GBP,0.53602
2021-10-10,AUD,USD,0.73050
2021-10-10,CAD,AUD,1.09228
2021-10-10,CAD,CAD,1.00000
2021-10-10,CAD,EUR,0.68970
2021-10-10,CAD,GBP,0.58549
2021-10-10,CAD,USD,0.79792
2021-10-10,EUR,AUD,1.5837
2021-10-10,EUR,CAD,1.4499
2021-10-10,EUR,EUR,1.0
2021-10-10,EUR,GBP,0.8489
2021-10-10,EUR,USD,1.1569
2021-10-10,GBP,AUD,1.86559
2021-10-10,GBP,CAD,1.70798
2021-10-10,GBP,EUR,1.17800
2021-10-10,GBP,GBP,1.00000
2021-10-10,GBP,USD,1.36282
2021-10-10,USD,AUD,1.36892
2021-10-10,USD,CAD,1.25326
2021-10-10,USD,EUR,0.86438
2021-10-10,USD,GBP,0.73377
2021-10-10,USD,USD,1.00000
2021-10-11,AUD,AUD,1.00000
2021-10-11,AUD,CAD,0.91620
2021-10-11,AUD,EUR,0.63488
2021-10-11,AUD,GBP,0.53887
2021-10-11,AUD,USD,0.73481
2021-10-11,CAD,AUD,1.09147
2021-10-11,CAD,CAD,1.00000
2021-10-11,CAD,EUR,0.69295
2021-10-11,CAD,GBP,0.58816
2021-10-11,CAD,USD,0.80202
2021-10-11,EUR,AUD,1.5751
2021-10-11,EUR,CAD,1.4431
2021-10-11,EUR,EUR,1.0
2021-10-11,EUR,GBP,0.84878
2021-10-11,EUR,USD,1.1574
2021-10-11,GBP,AUD,1.85572
2021-10-11,GBP,CAD,1.70021
2021-10-11,GBP,EUR,1.17816
2021-10-11,GBP,GBP,1.00000
2021-10-11,GBP,USD,1.36360
2021-10-11,USD,AUD,1.36090
2021-10-11,USD,CAD,1.24685
2021-10-11,USD,EUR,0.86401
2021-10-11,USD,GBP,0.73335
2021-10-11,USD,USD,1.00000
2021-10-12,AUD,AUD,1.00000
2021-10-12,AUD,CAD,0.91922
2021-10-12,AUD,EUR,0.63857
2021-10-12,AUD,GBP,0.54122
2021-10-12,AUD,USD,0.73787
2021-10-12,CAD,AUD,1.08788
2021-10-12,CAD,CAD,1.00000
2021-10-12,CAD,EUR,0.69469
2021-10-12,CAD,GBP,0.58878
2021-10-12,CAD,USD,0.80271
2021-10-12,EUR,AUD,1.566
2021-10-12,EUR,CAD,1.4395
2021-10-12,EUR,EUR,1.0
2021-10-12,EUR,GBP,0.84755
2021-10-12,EUR,USD,1.1555
2021-10-12,GBP,AUD,1.84768
2021-10-12,GBP,CAD,1.69842
2021-10-12,GBP,EUR,1.17987
2021-10-12,GBP,GBP,1.00000
2021-10-12,GBP,USD,1.36334
2021-10-12,USD,AUD,1.35526
2021-10-12,USD,CAD,1.24578
2021-10-12,USD,EUR,0.86543
2021-10-12,USD,GBP,0.73349
2021-10-12,USD,USD,1.00000
2021-10-13,AUD,AUD,1.00000
2021-10-13,AUD,CAD,0.91502
2021-10-13,AUD,EUR,0.63605
2021-10-13,AUD,GBP,0.53999
2021-10-13,AUD,USD,0.73540
2021-10-13,CAD,AUD,1.09287
2021-10-13,CAD,CAD,1.00000
2021-10-13,CAD,EUR,0.69512
2021-10-13,CAD,GBP,0.59014
2021-10-13,CAD,USD,0.80370
2021-10-13,EUR,AUD,1.5722
2021-10-13,EUR,CAD,1.4386
2021-10-13,EUR,EUR,1.0
2021-10-13,EUR,GBP,0.84898
2021-10-13,EUR,USD,1.1562
2021-10-13,GBP,AUD,1.85187
2021-10-13,GBP,CAD,1.69450
2021-10-13,GBP,EUR,1.17788
2021-10-13,GBP,GBP,1.00000
2021-10-13,GBP,USD,1.36187
2021-10-13,USD,AUD,1.35980
2021-10-13,USD,CAD,1.24425
2021-10-13,USD,EUR,0.86490
2021-10-13,USD,GBP,0.73428
2021-10-13,USD,USD,1.00000
2021-10-14,AUD,AUD,1.00000
2021-10-14,AUD,CAD,0.91799
2021-10-14,AUD,EUR,0.63922
2021-10-14,AUD,GBP,0.54090
2021-10-14,AUD,USD,0.74163
2021-10-14,CAD,AUD,1.08934
2021-10-14,CAD,CAD,1.00000
2021-10-14,CAD,EUR,0.69633
2021-10-14,CAD,GBP,0.58922
2021-10-14,CAD,USD,0.80788
2021-10-14,EUR,AUD,1.5644
2021-10-14,EUR,CAD,1.4361
2021-10-14,EUR,EUR,1.0
2021-10-14,EUR,GBP,0.84618
2021-10-14,EUR,USD,1.1602
2021-10-14,GBP,AUD,1.84878
2021-10-14,GBP,CAD,1.69716
2021-10-14,GBP,EUR,1.18178
2021-10-14,GBP,GBP,1.00000
2021-10-14,GBP,USD,1.37110
2021-10-14,USD,AUD,1.34839
2021-10-14,USD,CAD,1.23780
2021-10-14,USD,EUR,0.86192
2021-10-14,USD,GBP,0.72934
2021-10-14,USD,USD,1.00000
2021-10-15,AUD,AUD,1.00000
2021-10-15,AUD,CAD,0.91701
2021-10-15,AUD,EUR,0.63939
2021-10-15,AUD,GBP,0.53944
2021-10-15,AUD,USD,0.74182
2021-10-15,CAD,AUD,1.09050
2021-10-15,CAD,CAD,1.00000
2021-10-15,CAD,EUR,0.69725
2021-10-15,CAD,GBP,0.58826
2021-10-15,CAD,USD,0.80895
2021-10-15,EUR,AUD,1.564
2021-10-15,EUR,CAD,1.4342
2021-10-15,EUR,EUR,1.0
2021-10-15,EUR,GBP,0.84368
2021-10-15,EUR,USD,1.1602
2021-10-15,GBP,AUD,1.85378
2021-10-15,GBP,CAD,1.69993
2021-10-15,GBP,EUR,1.18528
2021-10-15,GBP,GBP,1.00000
2021-10-15,GBP,USD,1.37517
2021-10-15,USD,AUD,1.34804
2021-10-15,USD,CAD,1.23617
2021-10-15,USD,EUR,0.86192
2021-10-15,USD,GBP,0.72718
2021-10-15,USD,USD,1.00000
2021-10-16,AUD,AUD,1.00000
2021-10-16,AUD,CAD,0.91701
2021-10-16,AUD,EUR,0.63939
2021-10-16,AUD,GBP,0.53944
2021-10-16,AUD,USD,0.74182
2021-10-16,CAD,AUD,1.09050
2021-10-16,CAD,CAD,1.00000
2021-10-16,CAD,EUR,0.69725
2021-10-16,CAD,GBP,0.58826
2021-10-16,CAD,USD,0.80895
2021-10-16,EUR,AUD,1.564
2021-10-16,EUR,CAD,1.4342
2021-10-16,EUR,EUR,1.0
2021-10-16,EUR,GBP,0.84368
2021-10-16,EUR,USD,1.1602
2021-10-16,GBP,AUD,1.85378
2021-10-16,GBP,CAD,1.69993
2021-10-16,GBP,EUR,1.18528
2021-10-16,GBP,GBP,1.00000
2021-10-16,GBP,USD,1.37517
2021-10-16,USD,AUD,1.34804
2021-10-16,USD,CAD,1.23617
2021-10-16,USD,EUR,0.86192
2021-10-16,USD,GBP,0.72718
2021-10-16,USD,USD,1.00000
2021-10-17,AUD,AUD,1.00000
2021-10-17,AUD,CAD,0.91701
2021-10-17,AUD,EUR,0.63939
2021-10-17,AUD,GBP,0.53944
2021-10-17,AUD,USD,0.74182
2021-10-17,CAD,AUD,1.09050
2021-10-17,CAD,CAD,1.00000
2021-10-17,CAD,EUR,0.69725
2021-10-17,CAD,GBP,0.58826
2021-10-17,CAD,USD,0.80895
2021-10-17,EUR,AUD,1.564
2021-10-17,EUR,CAD,1.4342
2021-10-17,EUR,EUR,1.0
2021-10-17,EUR,GBP,0.84368
2021-10-17,EUR,USD,1.1602
2021-10-17,GBP,AUD,1.85378
2021-10-17,GBP,CAD,1.69993
2021-10-17,GBP,EUR,1.18528
2021-10-17,GBP,GBP,1.00000
2021-10-17,GBP,USD,1.37517
2021-10-17,USD,AUD,1.34804
2021-10-17,USD,CAD,1.23617
2021-10-17,USD,EUR,0.86192
2021-10-17,USD,GBP,0.72718
2021-10-17,USD,USD,1.00000
2021-10-18,AUD,AUD,1.00000
2021-10-18,AUD,CAD,0.91577
2021-10-18,AUD,EUR,0.63666
2021-10-18,AUD,GBP,0.53758
2021-10-18,AUD,USD,0.73878
2021-10-18,CAD,AUD,1.09198
2021-10-18,CAD,CAD,1.00000
2021-10-18,CAD,EUR,0.69522
2021-10-18,CAD,GBP,0.58703
2021-10-18,CAD,USD,0.80673
2021-10-18,EUR,AUD,1.5707
2021-10-18,EUR,CAD,1.4384
2021-10-18,EUR,EUR,1.0
2021-10-18,EUR,GBP,0.84438
2021-10-18,EUR,USD,1.1604
2021-10-18,GBP,AUD,1.86018
2021-10-18,GBP,CAD,1.70350
2021-10-18,GBP,EUR,1.18430
2021-10-18,GBP,GBP,1.00000
2021-10-18,GBP,USD,1.37426
2021-10-18,USD,AUD,1.35358
2021-10-18,USD,CAD,1.23957
2021-10-18,USD,EUR,0.86177
2021-10-18,USD,GBP,0.72766
2021-10-18,USD,USD,1.00000
2021-10-19,AUD,AUD,1.00000
2021-10-19,AUD,CAD,0.92231
2021-10-19,AUD,EUR,0.64098
2021-10-19,AUD,GBP,0.54019
2021-10-19,AUD,USD,0.74707
2021-10-19,CAD,AUD,1.08423
2021-10-19,CAD,CAD,1.00000
2021-10-19,CAD,EUR,0.69498
2021-10-19,CAD,GBP,0.58569
2021-10-19,CAD,USD,0.80999
2021-10-19,EUR,AUD,1.5601
2021-10-19,EUR,CAD,1.4389
2021-10-19,EUR,EUR,1.0
2021-10-19,EUR,GBP,0.84275
2021-10-19,EUR,USD,1.1655
2021-10-19,GBP,AUD,1.85120
2021-10-19,GBP,CAD,1.70739
2021-10-19,GBP,EUR,1.18659
2021-10-19,GBP,GBP,1.00000
2021-10-19,GBP,USD,1.38297
2021-10-19,USD,AUD,1.33857
2021-10-19,USD,CAD,1.23458
2021-10-19,USD,EUR,0.85800
2021-10-19,USD,GBP,0.72308
2021-10-19,USD,USD,1.00000
2021-10-20,AUD,AUD,1.00000
2021-10-20,AUD,CAD,0.92407
2021-10-20,AUD,EUR,0.64400
2021-10-20,AUD,GBP,0.54420
2021-10-20,AUD,USD,0.74852
2021-10-20,CAD,AUD,1.08217
2021-10-20,CAD,CAD,1.00000
2021-10-20,CAD,EUR,0.69691
2021-10-20,CAD,GBP,0.58891
2021-10-20,CAD,USD,0.81002
2021-10-20,EUR,AUD,1.5528
2021-10-20,EUR,CAD,1.4349
2021-10-20,EUR,EUR,1.0
2021-10-20,EUR,GBP,0.84503
2021-10-20,EUR,USD,1.1623
2021-10-20,GBP,AUD,1.83757
2021-10-20,GBP,CAD,1.69805
2021-10-20,GBP,EUR,1.18339
2021-10-20,GBP,GBP,1.00000
2021-10-20,GBP,USD,1.37545
2021-10-20,USD,AUD,1.33597
2021-10-20,USD,CAD,1.23453
2021-10-20,USD,EUR,0.86036
2021-10-20,USD,GBP,0.72703
2021-10-20,USD,USD,1.00000
2021-10-21,AUD,AUD,1.00000
2021-10-21,AUD,CAD,0.92472
2021-10-21,AUD,EUR,0.64400
2021-10-21,AUD,GBP,0.54283
2021-10-21,AUD,USD,0.74942
2021-10-21,CAD,AUD,1.08141
2021-10-21,CAD,CAD,1.00000
2021-10-21,CAD,EUR,0.69643
2021-10-21,CAD,GBP,0.58702
2021-10-21,CAD,USD,0.81043
2021-10-21,EUR,AUD,1.5528
2021-10-21,EUR,CAD,1.4359
2021-10-21,EUR,EUR,1.0
2021-10-21,EUR,GBP,0.8429
2021-10-21,EUR,USD,1.1637
2021-10-21,GBP,AUD,1.84221
2021-10-21,GBP,CAD,1.70352
2021-10-21,GBP,EUR,1.18638
2021-10-21,GBP,GBP,1.00000
2021-10-21,GBP,USD,1.38059
2021-10-21,USD,AUD,1.33436
2021-10-21,USD,CAD,1.23391
2021-10-21,USD,EUR,0.85933
2021-10-21,USD,GBP,0.72433
2021-10-21,USD,USD,1.00000
2021-10-22,AUD,AUD,1.00000
2021-10-22,AUD,CAD,0.92463
2021-10-22,AUD,EUR,0.64475
2021-10-22,AUD,GBP,0.54397
2021-10-22,AUD,USD,0.74984
2021-10-22,CAD,AUD,1.08151
2021-10-22,CAD,CAD,1.00000
2021-10-22,CAD,EUR,0.69730
2021-10-22,CAD,GBP,0.58831
2021-10-22,CAD,USD,0.81096
2021-10-22,EUR,AUD,1.551
2021-10-22,EUR,CAD,1.4341
2021-10-22,EUR,EUR,1.0
2021-10-22,EUR,GBP,0.8437
2021-10-22,EUR,USD,1.163
2021-10-22,GBP,AUD,1.83833
2021-10-22,GBP,CAD,1.69977
2021-10-22,GBP,EUR,1.18526
2021-10-22,GBP,GBP,1.00000
2021-10-22,GBP,USD,1.37845
2021-10-22,USD,AUD,1.33362
2021-10-22,USD,CAD,1.23310
2021-10-22,USD,EUR,0.85985
2021-10-22,USD,GBP,0.72545
2021-10-22,USD,USD,1.00000
2021-10-23,AUD,AUD,1.00000
2021-10-23,AUD,CAD,0.92463
2021-10-23,AUD,EUR,0.64475
2021-10-23,AUD,GBP,0.54397
2021-10-23,AUD,USD,0.74984
2021-10-23,CAD,AUD,1.08151
2021-10-23,CAD,CAD,1.00000
2021-10-23,CAD,EUR,0.69730
